#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Microcystis	aeruginosa	NIES-843	NC_010296.1	2488555	2545761	hgle-ks nrps t1pks hybrid	false	heterocyst glycolipids	42	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=2488555&end=2545761
Microcystis	aeruginosa	NIES-843	NC_010296.1	3004770	3030580	rre-containing lap hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=3004770&end=3030580
Microcystis	aeruginosa	NIES-843	NC_010296.1	3045024	3065834	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=3045024&end=3065834
Microcystis	aeruginosa	NIES-843	NC_010296.1	3466435	3557123	nrps-like nrps t1pks hybrid	false	microcystin LR	76	BGC0001017	https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=3466435&end=3557123
Microcystis	aeruginosa	NIES-843	NC_010296.1	4122063	4143971	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=4122063&end=4143971
Microcystis	aeruginosa	NIES-843	NC_010296.1	5177318	5239745	nrps-like nrps hybrid	false	aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C	78	BGC0000298	https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=5177318&end=5239745
Microcystis	aeruginosa	NIES-843	NC_010296.1	5506970	5572181	microviridin nrps hybrid	false	micropeptin K139	100	BGC0001018	https://antismash-db.secondarymetabolites.org/area?record=NC_010296.1&start=5506970&end=5572181
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	605930	626860	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=605930&end=626860
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	1601245	1621701	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=1601245&end=1621701
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	1829024	1850953	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=1829024&end=1850953
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	2144168	2164618	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=2144168&end=2164618
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	2370234	2391047	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=2370234&end=2391047
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	3221921	3264882	nrps-like	false	kijanimicin	4	BGC0000082	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=3221921&end=3264882
Geminocystis	Unknown	NIES-3709	NZ_AP014821.1	3993736	4042229	t1pks nrps-like hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP014821.1&start=3993736&end=4042229
Microcystis	viridis	NIES-102	NZ_AP019314.1	121905	142058	microviridin	false	microviridin B	100	BGC0000592	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=121905&end=142058
Microcystis	viridis	NIES-102	NZ_AP019314.1	912038	937848	rre-containing lap hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=912038&end=937848
Microcystis	viridis	NIES-102	NZ_AP019314.1	950908	971718	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=950908&end=971718
Microcystis	viridis	NIES-102	NZ_AP019314.1	1379083	1469585	t1pks nrps-like nrps hybrid	false	microcystin LR	76	BGC0001017	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=1379083&end=1469585
Microcystis	viridis	NIES-102	NZ_AP019314.1	2022286	2044194	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=2022286&end=2044194
Microcystis	viridis	NIES-102	NZ_AP019314.1	3045678	3108078	nrps nrps-like hybrid	false	aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C	78	BGC0000298	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=3045678&end=3108078
Microcystis	viridis	NIES-102	NZ_AP019314.1	3400282	3468679	microviridin nrps hybrid	false	micropeptin K139	75	BGC0001018	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=3400282&end=3468679
Microcystis	viridis	NIES-102	NZ_AP019314.1	3766614	3793337	betalactone	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=3766614&end=3793337
Microcystis	viridis	NIES-102	NZ_AP019314.1	3806157	3835064	cyanobactin	false	piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4	83	BGC0001167	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=3806157&end=3835064
Microcystis	viridis	NIES-102	NZ_AP019314.1	4930987	4984424	t1pks terpene hybrid	false	calicheamicin	5	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=4930987&end=4984424
Microcystis	viridis	NIES-102	NZ_AP019314.1	5689705	5738513	nrps-like t1pks hybrid	false	1-heptadecene	100	BGC0001164	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP019314.1&start=5689705&end=5738513
Nostoc	sphaeroides		NZ_CP045226.1	247671	268502	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=247671&end=268502
Nostoc	sphaeroides		NZ_CP045226.1	1410482	1432399	terpene	false	hexose-palythine-serine/hexose-shinorine	28	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=1410482&end=1432399
Nostoc	sphaeroides		NZ_CP045226.1	1760983	1783404	spliceotide rre-containing hybrid	false	PcpA	33	BGC0001733	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=1760983&end=1783404
Nostoc	sphaeroides		NZ_CP045226.1	1944345	1996669	t1pks hgle-ks hybrid	false	heterocyst glycolipids	100	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=1944345&end=1996669
Nostoc	sphaeroides		NZ_CP045226.1	4390801	4411734	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=4390801&end=4411734
Nostoc	sphaeroides		NZ_CP045226.1	4907320	4953296	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=4907320&end=4953296
Nostoc	sphaeroides		NZ_CP045226.1	5504700	5547084	lanthipeptide-class-v	false	nematophin	13	BGC0001692	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=5504700&end=5547084
Nostoc	sphaeroides		NZ_CP045226.1	6050080	6060965	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=6050080&end=6060965
Nostoc	sphaeroides		NZ_CP045226.1	6166025	6209955	mycosporine-like	false	hexose-palythine-serine/hexose-shinorine	42	BGC0001615	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045226.1&start=6166025&end=6209955
Nostoc	sphaeroides		NZ_CP045228.1	182073	234044	nrps	false	hectochlorin	25	BGC0001000	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045228.1&start=182073&end=234044
Nostoc	sphaeroides		NZ_CP045227.1	544331	652633	lanthipeptide-class-v t1pks hgle-ks nrps hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045227.1&start=544331&end=652633
Nostoc	sphaeroides		NZ_CP045227.1	847184	894862	t1pks	false	minutissamide A/minutissamide C/minutissamide D	46	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045227.1&start=847184&end=894862
Nostoc	sphaeroides		NZ_CP045227.1	1170299	1276694	nrp-metallophore nrps-like t1pks nrps hybrid	false	anachelin	40	BGC0002532	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045227.1&start=1170299&end=1276694
Nostoc	sphaeroides		NZ_CP045227.1	1685662	1707968	spliceotide rre-containing hybrid	false	PcpA	50	BGC0001733	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045227.1&start=1685662&end=1707968
Nostoc	sphaeroides		NZ_CP045229.1	0	39486	t1pks nrps hybrid	true	nostopeptolide A2	50	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045229.1&start=0&end=39486
Nostoc	sphaeroides		NZ_CP045231.1	15899	37862	thioamitides	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP045231.1&start=15899&end=37862
Synechocystis	Unknown	CACIAM 05	NZ_CP019225.1	1387974	1408988	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019225.1&start=1387974&end=1408988
Synechocystis	Unknown	CACIAM 05	NZ_CP019225.1	1639823	1661767	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019225.1&start=1639823&end=1661767
Synechocystis	Unknown	CACIAM 05	NZ_CP019225.1	3083749	3104565	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP019225.1&start=3083749&end=3104565
Anabaena	Unknown	YBS01	NZ_CP034058.1	246555	303249	nrps-like nrps t1pks hybrid	false	nostophycin	27	BGC0001029	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=246555&end=303249
Anabaena	Unknown	YBS01	NZ_CP034058.1	546469	611749	hgle-ks t1pks nrps hybrid	false	phenalamide A2	33	BGC0001394	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=546469&end=611749
Anabaena	Unknown	YBS01	NZ_CP034058.1	831737	892599	nrps-like t1pks nrps hybrid	false	nostovalerolactone/9-dehydronostovalerolactone	28	BGC0002711	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=831737&end=892599
Anabaena	Unknown	YBS01	NZ_CP034058.1	1380680	1423152	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=1380680&end=1423152
Anabaena	Unknown	YBS01	NZ_CP034058.1	1673804	1726408	hgle-ks t1pks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=1673804&end=1726408
Anabaena	Unknown	YBS01	NZ_CP034058.1	1922553	1984279	microviridin nrps t1pks hybrid	false	nostopeptolide A2	100	BGC0001028	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=1922553&end=1984279
Anabaena	Unknown	YBS01	NZ_CP034058.1	2274271	2295240	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=2274271&end=2295240
Anabaena	Unknown	YBS01	NZ_CP034058.1	2823743	2862637	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=2823743&end=2862637
Anabaena	Unknown	YBS01	NZ_CP034058.1	3146100	3168124	proteusin ripp-like hybrid	false	landornamide A	33	BGC0002330	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=3146100&end=3168124
Anabaena	Unknown	YBS01	NZ_CP034058.1	3552617	3616928	nrps t1pks nrps-like nrp-metallophore hybrid	false	puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D	50	BGC0001125	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=3552617&end=3616928
Anabaena	Unknown	YBS01	NZ_CP034058.1	4094254	4190167	nrp-metallophore mycosporine-like nrps-like nrps hybrid	false	puwainaphycin F/minutissamide A	44	BGC0001951	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=4094254&end=4190167
Anabaena	Unknown	YBS01	NZ_CP034058.1	5118663	5149105	ni-siderophore	false	schizokinen	50	BGC0002683	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=5118663&end=5149105
Anabaena	Unknown	YBS01	NZ_CP034058.1	5649647	5672824	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=5649647&end=5672824
Anabaena	Unknown	YBS01	NZ_CP034058.1	6193272	6223093	ni-siderophore	false	synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C	38	BGC0002470	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=6193272&end=6223093
Anabaena	Unknown	YBS01	NZ_CP034058.1	6317379	6360886	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=6317379&end=6360886
Anabaena	Unknown	YBS01	NZ_CP034058.1	6384514	6406428	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=6384514&end=6406428
Anabaena	Unknown	YBS01	NZ_CP034058.1	6614777	6666954	nrps nrps-like hybrid	false	nostophycin	27	BGC0001029	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=6614777&end=6666954
Anabaena	Unknown	YBS01	NZ_CP034058.1	6865429	6907910	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP034058.1&start=6865429&end=6907910
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	486471	509792	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=486471&end=509792
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	1037619	1057910	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=1037619&end=1057910
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	1234749	1275847	t3pks	false	hierridin B/hierridin C	28	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=1234749&end=1275847
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	1306233	1329891	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=1306233&end=1329891
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	1536518	1560069	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=1536518&end=1560069
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	2086066	2106348	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=2086066&end=2106348
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	2124100	2145342	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=2124100&end=2145342
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	2192990	2216335	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=2192990&end=2216335
Synechococcus	Unknown	BIOS-E4-1	NZ_CP047935.1	2944220	2965129	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP047935.1&start=2944220&end=2965129
Synechococcus	Unknown	MIT S9509	NZ_LVHV01000007.1	34944	56375	proteusin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LVHV01000007.1&start=34944&end=56375
Synechococcus	Unknown	MIT S9509	NZ_LVHV01000009.1	7571	28480	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LVHV01000009.1&start=7571&end=28480
Synechococcus	Unknown	MIT S9509	NZ_LVHV01000010.1	61786	102884	t3pks	false	hierridin B/hierridin C	28	BGC0001962	https://antismash-db.secondarymetabolites.org/area?record=NZ_LVHV01000010.1&start=61786&end=102884
Synechococcus	Unknown	MIT S9509	NZ_LVHV01000011.1	38413	59658	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LVHV01000011.1&start=38413&end=59658
Synechococcus	Unknown	MIT S9509	NZ_LVHV01000019.1	8837	32182	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LVHV01000019.1&start=8837&end=32182
Leptolyngbya	Unknown	PKUAC-SCTA174	NZ_CP113797.1	202125	223055	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP113797.1&start=202125&end=223055
Leptolyngbya	Unknown	PKUAC-SCTA174	NZ_CP113797.1	1158691	1206704	t1pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP113797.1&start=1158691&end=1206704
Leptolyngbya	Unknown	PKUAC-SCTA174	NZ_CP113797.1	1586909	1637467	nrps-like t1pks transat-pks-like betalactone hybrid	false	microcystin	33	BGC0001015	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP113797.1&start=1586909&end=1637467
Leptolyngbya	Unknown	PKUAC-SCTA174	NZ_CP113797.1	4413816	4456025	hr-t2pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP113797.1&start=4413816&end=4456025
Calothrix	Unknown	PCC 6303	NC_019751.1	982110	1004990	lassopeptide	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=982110&end=1004990
Calothrix	Unknown	PCC 6303	NC_019751.1	1984385	2059853	hgle-ks	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=1984385&end=2059853
Calothrix	Unknown	PCC 6303	NC_019751.1	2067506	2111631	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=2067506&end=2111631
Calothrix	Unknown	PCC 6303	NC_019751.1	2258765	2279071	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=2258765&end=2279071
Calothrix	Unknown	PCC 6303	NC_019751.1	2301006	2343279	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=2301006&end=2343279
Calothrix	Unknown	PCC 6303	NC_019751.1	2421733	2443644	cyanobactin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=2421733&end=2443644
Calothrix	Unknown	PCC 6303	NC_019751.1	2943761	2986233	lanthipeptide-class-ii lanthipeptide-class-v hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=2943761&end=2986233
Calothrix	Unknown	PCC 6303	NC_019751.1	3045910	3131378	t1pks nrp-metallophore nrps hybrid	false	cyanochelin A	54	BGC0002411	https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=3045910&end=3131378
Calothrix	Unknown	PCC 6303	NC_019751.1	4442315	4466371	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=4442315&end=4466371
Calothrix	Unknown	PCC 6303	NC_019751.1	5191321	5211576	microviridin	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=5191321&end=5211576
Calothrix	Unknown	PCC 6303	NC_019751.1	5369389	5411823	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=5369389&end=5411823
Calothrix	Unknown	PCC 6303	NC_019751.1	6740052	6760985	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019751.1&start=6740052&end=6760985
Calothrix	Unknown	PCC 6303	NC_019727.1	53721	80757	thiopeptide lap hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NC_019727.1&start=53721&end=80757
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	158411	223948	nrps t1pks hybrid	false	calicheamicin	6	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=158411&end=223948
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	1131215	1182486	lanthipeptide-class-v mycosporine-like hybrid	false	shinorine/4-deoxygadusol/mycosporine glycine	75	BGC0000427	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=1131215&end=1182486
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	2067501	2120063	nrps t1pks nrps-like hybrid	false	minutissamide A/minutissamide C/minutissamide D	23	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=2067501&end=2120063
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	3100463	3139918	lanthipeptide-class-ii napaa proteusin hybrid	false	PlpA1/PlpA2/PlpA3	33	BGC0001745	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=3100463&end=3139918
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	3443004	3484426	lap thiopeptide hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=3443004&end=3484426
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	3587168	3832822	microviridin nrps hybrid	false	scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2	100	BGC0002484	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=3587168&end=3832822
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	4308748	4329615	rre-containing	false	trichamide	18	BGC0000481	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=4308748&end=4329615
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	4601777	4654982	t1pks hgle-ks hybrid	false	heterocyst glycolipids	85	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=4601777&end=4654982
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	4974277	5027628	nrps	false	anabaenopeptin	42	BGC0000302	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=4974277&end=5027628
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5080486	5103807	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5080486&end=5103807
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5158639	5180892	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5158639&end=5180892
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5338730	5367854	terpene lanthipeptide-class-iv hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5338730&end=5367854
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5378359	5399181	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5378359&end=5399181
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5695219	5732407	proteusin lanthipeptide-class-ii spliceotide rre-containing hybrid	false	landornamide A	33	BGC0002330	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5695219&end=5732407
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	5844745	5865201	phenazine	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=5844745&end=5865201
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	6213304	6255771	lanthipeptide-class-v	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=6213304&end=6255771
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	6315025	6389100	hgle-ks nrps t1pks hybrid	false	heterocyst glycolipids	71	BGC0000869	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=6315025&end=6389100
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	6652558	6702951	nrps	false	malyngamide I	12	BGC0001971	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=6652558&end=6702951
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	7440457	7461426	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=7440457&end=7461426
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	7764676	7807217	betalactone nrps-like hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=7764676&end=7807217
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	8490990	8533453	nrps-like	false	saxitoxin/gonyautoxin 2/gonyautoxin 3/toxin C2/toxin C3/gonyautoxin 5/decarbamoylsaxitoxin/decarbamoylgonyautoxin 2/decarbamoylgonyautoxin 3	8	BGC0000887	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=8490990&end=8533453
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	8818896	8866015	lanthipeptide-class-v terpene hybrid	false	fischerindole	17	BGC0001595	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=8818896&end=8866015
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9097575	9120926	indole	false	AT2433-A1	7	BGC0000809	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=9097575&end=9120926
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9355608	9403961	nrps-like lanthipeptide-class-ii proteusin t1pks hybrid	false	minutissamide A/minutissamide C/minutissamide D	38	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=9355608&end=9403961
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9435439	9499194	rre-containing lanthipeptide-class-v microviridin spliceotide hybrid	false	anacyclamide A10	21	BGC0000472	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=9435439&end=9499194
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9633174	9655481	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=9633174&end=9655481
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	9931947	9986290	nrps t1pks hybrid	false	piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4	25	BGC0001167	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=9931947&end=9986290
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	10246502	10382237	nrps t1pks hybrid	false	nostopeptolide A1/nostopeptolide 1052	50	BGC0002061	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=10246502&end=10382237
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	10427245	10448178	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=10427245&end=10448178
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	10779048	10826762	nrps-like t1pks hybrid	false	minutissamide A/minutissamide C/minutissamide D	30	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=10779048&end=10826762
Scytonema	hofmannii	PCC 7110	NZ_KQ976354.1	11177938	11198931	terpene	false	merosterol	31	BGC0001664	https://antismash-db.secondarymetabolites.org/area?record=NZ_KQ976354.1&start=11177938&end=11198931
Synechococcus	Unknown	PCC 73109	NZ_CP013998.1	1209780	1257946	nrps-like t1pks hybrid	false	1-nonadecene/(14Z)-1,14-nonadecadiene	100	BGC0001160	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP013998.1&start=1209780&end=1257946
Synechococcus	Unknown	PCC 73109	NZ_CP013998.1	2008477	2029419	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP013998.1&start=2008477&end=2029419
Synechococcus	Unknown	PCC 73109	NZ_CP013998.1	2041605	2084890	nrps-like	false	minutissamide A/minutissamide C/minutissamide D	15	BGC0001952	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP013998.1&start=2041605&end=2084890
Phormidium	tenue	NIES-30	NZ_MRCG01000012.1	93497	134613	arylpolyene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000012.1&start=93497&end=134613
Phormidium	tenue	NIES-30	NZ_MRCG01000014.1	6729	31817	thiopeptide thioamitides hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_MRCG01000014.1&start=6729&end=31817
